Loan_ID,Date_ID,Recipient_ID,LoanOfficer_ID,loan_amount,Upfront_charges,property_value
30951,1006062,1006062,399,366500,4489.15,428000
30952,1006063,1006063,659,356500,642.5,408000
30953,1006064,1006064,320,206500,0,
30954,1006065,1006065,329,156500,3615.5,218000
30955,1006066,1006066,309,326500,6715,408000
30956,1006067,1006067,491,156500,3875,308000
30957,1006068,1006068,139,366500,0,548000
30958,1006069,1006069,775,376500,0,468000
30959,1006070,1006070,104,416500,0,848000
30960,1006071,1006071,388,736500,10896.38,848000
30961,1006072,1006072,857,446500,617.62,468000
30962,1006073,1006073,36,906500,7918.75,1068000
30963,1006074,1006074,638,346500,0,438000
30964,1006075,1006075,680,216500,0,368000
30965,1006076,1006076,845,176500,5522.5,318000
30966,1006077,1006077,688,676500,0,718000
30967,1006078,1006078,274,136500,3825,178000
30968,1006079,1006079,573,346500,4687.5,508000
30969,1006080,1006080,762,236500,4998,268000
30970,1006081,1006081,26,496500,1814.26,548000
30971,1006082,1006082,588,926500,0,
30972,1006083,1006083,387,416500,9788.18,538000
30973,1006084,1006084,582,286500,0,328000
30974,1006085,1006085,491,226500,4550,268000
30975,1006086,1006086,230,916500,3297.6,1558000
30976,1006087,1006087,285,346500,0,358000
30977,1006088,1006088,92,206500,0,
30978,1006089,1006089,108,136500,2131.15,138000
30979,1006090,1006090,250,406500,0,588000
30980,1006091,1006091,806,396500,0,408000
30981,1006092,1006092,544,606500,0,718000
30982,1006093,1006093,105,396500,0,478000
30983,1006094,1006094,424,366500,0,408000
30984,1006095,1006095,246,246500,6398.84,248000
30985,1006096,1006096,90,106500,2291.5,228000
30986,1006097,1006097,26,236500,3709.89,238000
30987,1006098,1006098,459,536500,2906.5,798000
30988,1006099,1006099,427,456500,0,
30989,1006100,1006100,213,216500,7235,288000
30990,1006101,1006101,101,236500,4820,348000
30991,1006102,1006102,177,296500,2839.64,318000
30992,1006103,1006103,260,166500,2771.33,198000
30993,1006104,1006104,355,276500,500,318000
30994,1006105,1006105,687,326500,2437.39,338000
30995,1006106,1006106,268,156500,0,458000
30996,1006107,1006107,428,606500,0,1238000
30997,1006108,1006108,747,356500,0,448000
30998,1006109,1006109,210,466500,0,628000
30999,1006110,1006110,730,236500,0,248000
31000,1006111,1006111,523,276500,0,288000
31001,1006112,1006112,104,76500,2574.61,188000
31002,1006113,1006113,811,266500,2235.5,348000
31003,1006114,1006114,359,316500,7557.74,448000
31004,1006115,1006115,440,196500,1250,228000
31005,1006116,1006116,432,376500,1680.72,398000
31006,1006117,1006117,671,526500,5775,558000
31007,1006118,1006118,368,476500,1082.27,618000
31008,1006119,1006119,449,126500,3131.25,168000
31009,1006120,1006120,772,486500,795,778000
31010,1006121,1006121,110,206500,0,378000
31011,1006122,1006122,224,356500,5397.18,478000
31012,1006123,1006123,677,206500,0,438000
31013,1006124,1006124,759,366500,0,418000
31014,1006125,1006125,406,156500,4186.88,188000
31015,1006126,1006126,492,56500,1885,58000
31016,1006127,1006127,713,476500,0,
31017,1006128,1006128,123,296500,0,308000
31018,1006129,1006129,55,146500,364.54,148000
31019,1006130,1006130,487,286500,7750,318000
31020,1006131,1006131,895,416500,0,468000
31021,1006132,1006132,460,646500,6439.72,808000
31022,1006133,1006133,121,206500,0,
31023,1006134,1006134,213,176500,4750,508000
31024,1006135,1006135,364,536500,3179.38,778000
31025,1006136,1006136,820,176500,0,228000
31026,1006137,1006137,452,216500,0,228000
31027,1006138,1006138,71,476500,8369.15,638000
31028,1006139,1006139,334,396500,6677.87,658000
31029,1006140,1006140,291,206500,400,408000
31030,1006141,1006141,456,306500,0,358000
31031,1006142,1006142,471,146500,0,
31032,1006143,1006143,509,246500,7625.88,268000
31033,1006144,1006144,647,356500,1621.07,458000
31034,1006145,1006145,829,396500,1724.33,408000
31035,1006146,1006146,885,606500,0,
31036,1006147,1006147,580,76500,0,
31037,1006148,1006148,791,636500,0,
31038,1006149,1006149,56,126500,3437.5,218000
31039,1006150,1006150,412,376500,0,538000
31040,1006151,1006151,859,396500,0,658000
31041,1006152,1006152,674,376500,2735.74,568000
31042,1006153,1006153,704,376500,163.57,628000
31043,1006154,1006154,838,566500,10855.69,648000
31044,1006155,1006155,597,356500,0,468000
31045,1006156,1006156,45,516500,0,518000
31046,1006157,1006157,890,156500,0,268000
31047,1006158,1006158,402,506500,0,508000
31048,1006159,1006159,784,256500,3170,328000
31049,1006160,1006160,835,376500,1994.6,508000
31050,1006161,1006161,331,246500,5766.5,358000
31051,1006162,1006162,349,206500,4900,278000
31052,1006163,1006163,121,336500,1250,358000
31053,1006164,1006164,640,386500,6874,808000
31054,1006165,1006165,603,46500,0,
31055,1006166,1006166,384,546500,0,988000
31056,1006167,1006167,745,196500,997,218000
31057,1006168,1006168,595,296500,5622.5,538000
31058,1006169,1006169,80,156500,5470,198000
31059,1006170,1006170,161,536500,1265,568000
31060,1006171,1006171,506,246500,0,328000
31061,1006172,1006172,7,256500,0,
31062,1006173,1006173,583,486500,0,818000
31063,1006174,1006174,728,116500,640,278000
31064,1006175,1006175,664,416500,1444.22,638000
31065,1006176,1006176,614,276500,227.1,378000
31066,1006177,1006177,479,436500,0,618000
31067,1006178,1006178,391,286500,7000,358000
31068,1006179,1006179,713,136500,2730,168000
31069,1006180,1006180,791,126500,3547.5,218000
31070,1006181,1006181,537,286500,6466.55,388000
31071,1006182,1006182,616,306500,8365,508000
31072,1006183,1006183,382,286500,1824.53,408000
31073,1006184,1006184,399,306500,0,458000
31074,1006185,1006185,833,356500,0,
31075,1006186,1006186,101,196500,0,218000
31076,1006187,1006187,8,406500,0,628000
31077,1006188,1006188,393,516500,0,528000
31078,1006189,1006189,444,616500,6012.9,818000
31079,1006190,1006190,375,246500,0,298000
31080,1006191,1006191,528,106500,3064.58,128000
31081,1006192,1006192,288,146500,4053.5,208000
31082,1006193,1006193,101,166500,0,178000
31083,1006194,1006194,180,276500,0,408000
31084,1006195,1006195,829,166500,4220.17,338000
31085,1006196,1006196,12,586500,1403.96,608000
31086,1006197,1006197,163,286500,0,308000
31087,1006198,1006198,452,456500,0,818000
31088,1006199,1006199,385,366500,7214,388000
31089,1006200,1006200,3,96500,1748.61,358000
31090,1006201,1006201,242,556500,0,648000
31091,1006202,1006202,514,656500,0,1208000
31092,1006203,1006203,430,176500,2153.44,218000
31093,1006204,1006204,719,506500,5080,668000
31094,1006205,1006205,34,236500,0,268000
31095,1006206,1006206,894,66500,2833.55,108000
31096,1006207,1006207,230,606500,115.84,758000
31097,1006208,1006208,897,496500,0,528000
31098,1006209,1006209,103,206500,0,
31099,1006210,1006210,469,346500,0,508000
31100,1006211,1006211,469,626500,0,748000
31101,1006212,1006212,242,276500,0,
31102,1006213,1006213,348,86500,1935,148000
31103,1006214,1006214,326,406500,2062,608000
31104,1006215,1006215,602,626500,9730,788000
31105,1006216,1006216,344,126500,3200.1,138000
31106,1006217,1006217,35,326500,0,438000
31107,1006218,1006218,185,116500,3782.77,208000
31108,1006219,1006219,510,486500,0,
31109,1006220,1006220,855,366500,0,358000
31110,1006221,1006221,817,386500,0,
31111,1006222,1006222,638,306500,0,
31112,1006223,1006223,771,706500,7490,908000
31113,1006224,1006224,71,196500,0,208000
31114,1006225,1006225,565,376500,0,468000
31115,1006226,1006226,32,676500,4283,898000
31116,1006227,1006227,863,266500,1744.48,378000
31117,1006228,1006228,691,436500,0,548000
31118,1006229,1006229,14,106500,1932.29,118000
31119,1006230,1006230,66,236500,6467.28,298000
31120,1006231,1006231,769,556500,0,588000
31121,1006232,1006232,501,226500,0,318000
31122,1006233,1006233,203,526500,0,658000
31123,1006234,1006234,790,266500,0,368000
31124,1006235,1006235,11,216500,4515.41,318000
31125,1006236,1006236,752,226500,1170.03,238000
31126,1006237,1006237,261,66500,1402.83,68000
31127,1006238,1006238,383,566500,0,678000
31128,1006239,1006239,481,646500,3068.4,808000
31129,1006240,1006240,373,286500,570.53,368000
31130,1006241,1006241,5,326500,854.98,538000
31131,1006242,1006242,256,316500,6712.87,408000
31132,1006243,1006243,407,156500,864,958000
31133,1006244,1006244,26,606500,0,658000
31134,1006245,1006245,676,206500,5848.44,278000
31135,1006246,1006246,735,406500,0,678000
31136,1006247,1006247,28,446500,0,448000
31137,1006248,1006248,37,166500,4657.5,248000
31138,1006249,1006249,720,266500,0,398000
31139,1006250,1006250,858,576500,17925,738000
31140,1006251,1006251,457,236500,0,268000
31141,1006252,1006252,699,346500,3436.25,508000
31142,1006253,1006253,458,156500,4626.69,248000
31143,1006254,1006254,683,76500,0,128000
31144,1006255,1006255,6,266500,4950,338000
31145,1006256,1006256,729,336500,0,338000
31146,1006257,1006257,621,196500,1999.99,358000
31147,1006258,1006258,151,346500,0,688000
31148,1006259,1006259,48,226500,4600,268000
31149,1006260,1006260,313,226500,0,228000
31150,1006261,1006261,342,556500,1082.52,628000
31151,1006262,1006262,674,456500,0,858000
31152,1006263,1006263,645,226500,2210,268000
31153,1006264,1006264,558,466500,0,
31154,1006265,1006265,307,336500,4121.5,428000
31155,1006266,1006266,866,366500,2428.13,458000
31156,1006267,1006267,606,286500,0,298000
31157,1006268,1006268,721,336500,3350,488000
31158,1006269,1006269,755,176500,0,218000
31159,1006270,1006270,77,556500,8583,748000
31160,1006271,1006271,197,156500,4555,328000
31161,1006272,1006272,466,236500,0,308000
31162,1006273,1006273,565,266500,3665.63,278000
31163,1006274,1006274,610,206500,0,228000
31164,1006275,1006275,175,156500,0,128000
31165,1006276,1006276,894,466500,10478.56,1438000
31166,1006277,1006277,629,156500,0,458000
31167,1006278,1006278,256,296500,295,498000
31168,1006279,1006279,487,146500,0,258000
31169,1006280,1006280,542,686500,0,868000
31170,1006281,1006281,537,406500,0,518000
31171,1006282,1006282,622,356500,4375,358000
31172,1006283,1006283,105,336500,0,608000
31173,1006284,1006284,238,716500,6584.7,798000
31174,1006285,1006285,238,206500,5251,258000
31175,1006286,1006286,394,286500,1607.69,658000
31176,1006287,1006287,248,426500,13020,658000
31177,1006288,1006288,306,276500,2532.5,398000
31178,1006289,1006289,673,156500,0,
31179,1006290,1006290,376,306500,0,408000
31180,1006291,1006291,645,676500,0,848000
31181,1006292,1006292,572,246500,0,298000
31182,1006293,1006293,158,496500,0,488000
31183,1006294,1006294,49,236500,0,
31184,1006295,1006295,394,156500,0,
31185,1006296,1006296,119,486500,8504,538000
31186,1006297,1006297,733,526500,0,618000
31187,1006298,1006298,824,386500,5900,958000
31188,1006299,1006299,338,276500,0,298000
31189,1006300,1006300,112,216500,5356,268000
31190,1006301,1006301,60,406500,2170.94,398000
31191,1006302,1006302,448,246500,0,
31192,1006303,1006303,487,156500,0,
31193,1006304,1006304,414,86500,2461.58,118000
31194,1006305,1006305,230,486500,950,568000
31195,1006306,1006306,54,196500,0,
31196,1006307,1006307,439,226500,2170.28,228000
31197,1006308,1006308,311,336500,0,
31198,1006309,1006309,778,126500,0,168000
31199,1006310,1006310,573,266500,7625,278000
31200,1006311,1006311,181,566500,0,
31201,1006312,1006312,631,376500,1090.25,528000
31202,1006313,1006313,807,386500,6533.9,668000
31203,1006314,1006314,670,506500,14422.84,838000
31204,1006315,1006315,49,176500,0,188000
31205,1006316,1006316,74,346500,2862,428000
31206,1006317,1006317,649,86500,1937.17,88000
31207,1006318,1006318,226,206500,0,218000
31208,1006319,1006319,232,556500,0,578000
31209,1006320,1006320,687,126500,1150,278000
31210,1006321,1006321,213,726500,11239.72,978000
31211,1006322,1006322,339,76500,2284.11,288000
31212,1006323,1006323,678,236500,0,268000
31213,1006324,1006324,379,186500,819,218000
31214,1006325,1006325,485,726500,8765.55,1158000
31215,1006326,1006326,884,146500,2663.3,208000
31216,1006327,1006327,595,226500,136.17,278000
31217,1006328,1006328,185,236500,8324.75,238000
31218,1006329,1006329,668,726500,0,1008000
31219,1006330,1006330,157,196500,6268.76,268000
31220,1006331,1006331,668,246500,749.8,298000
31221,1006332,1006332,834,756500,0,1108000
31222,1006333,1006333,213,446500,0,668000
31223,1006334,1006334,708,396500,4367.4,418000
31224,1006335,1006335,648,116500,3429.19,268000
31225,1006336,1006336,218,106500,0,878000
31226,1006337,1006337,335,196500,0,218000
31227,1006338,1006338,536,346500,0,368000
31228,1006339,1006339,414,186500,4500,258000
31229,1006340,1006340,258,186500,0,248000
31230,1006341,1006341,258,256500,7241.88,278000
31231,1006342,1006342,4,306500,0,458000
31232,1006343,1006343,59,376500,10067.19,498000
31233,1006344,1006344,883,176500,5068.15,558000
31234,1006345,1006345,41,396500,7552.5,498000
31235,1006346,1006346,151,476500,9450,638000
31236,1006347,1006347,396,366500,0,488000
31237,1006348,1006348,11,106500,3094,158000
31238,1006349,1006349,514,506500,4418.04,868000
31239,1006350,1006350,507,206500,0,
31240,1006351,1006351,697,516500,0,
31241,1006352,1006352,35,306500,4250,378000
31242,1006353,1006353,659,286500,2599.25,348000
31243,1006354,1006354,280,876500,0,1158000
31244,1006355,1006355,632,176500,0,
31245,1006356,1006356,154,166500,1250,308000
31246,1006357,1006357,77,726500,0,
31247,1006358,1006358,67,206500,4820,268000
31248,1006359,1006359,821,666500,14110,698000
31249,1006360,1006360,316,476500,4770,868000
31250,1006361,1006361,814,666500,0,
31251,1006362,1006362,252,616500,0,828000
31252,1006363,1006363,711,166500,750,258000
31253,1006364,1006364,881,106500,0,148000
31254,1006365,1006365,373,306500,0,608000
31255,1006366,1006366,583,276500,0,
31256,1006367,1006367,878,396500,4892.5,418000
31257,1006368,1006368,378,336500,0,
31258,1006369,1006369,50,226500,7259.79,318000
31259,1006370,1006370,567,436500,7212.89,628000
31260,1006371,1006371,305,136500,704.4,168000
31261,1006372,1006372,385,126500,0,138000
31262,1006373,1006373,117,176500,0,198000
31263,1006374,1006374,656,156500,4196.88,178000
31264,1006375,1006375,385,506500,0,908000
31265,1006376,1006376,661,346500,1879.1,508000
31266,1006377,1006377,453,86500,0,258000
31267,1006378,1006378,343,566500,795,758000
31268,1006379,1006379,400,126500,3894.13,248000
31269,1006380,1006380,740,936500,0,
31270,1006381,1006381,756,506500,10647,628000
31271,1006382,1006382,439,256500,1891.63,268000
31272,1006383,1006383,436,226500,0,318000
31273,1006384,1006384,628,396500,0,1618000
31274,1006385,1006385,370,196500,3919.98,338000
31275,1006386,1006386,398,346500,0,368000
31276,1006387,1006387,836,206500,6307.5,238000
31277,1006388,1006388,774,176500,0,198000
31278,1006389,1006389,573,286500,3806,398000
31279,1006390,1006390,58,146500,1515.34,208000
31280,1006391,1006391,103,146500,4466,668000
31281,1006392,1006392,462,126500,3105.38,178000
31282,1006393,1006393,643,516500,10946.41,528000
31283,1006394,1006394,89,316500,5876.34,328000
31284,1006395,1006395,790,216500,2725,438000
31285,1006396,1006396,631,616500,14872.25,828000
31286,1006397,1006397,695,486500,0,788000
31287,1006398,1006398,291,96500,1455.98,148000
31288,1006399,1006399,748,226500,0,
31289,1006400,1006400,376,596500,8562.5,768000
31290,1006401,1006401,585,556500,0,858000
31291,1006402,1006402,14,166500,4144.3,198000
31292,1006403,1006403,31,386500,9863,608000
31293,1006404,1006404,67,166500,0,
31294,1006405,1006405,243,326500,0,348000
31295,1006406,1006406,783,176500,0,238000
31296,1006407,1006407,456,256500,0,388000
31297,1006408,1006408,848,286500,7200,568000
31298,1006409,1006409,661,346500,0,
31299,1006410,1006410,681,256500,0,298000
31300,1006411,1006411,708,236500,3824.26,478000
31301,1006412,1006412,243,906500,0,
31302,1006413,1006413,12,696500,5000,988000
31303,1006414,1006414,380,426500,1602.18,528000
31304,1006415,1006415,42,146500,567.85,148000
31305,1006416,1006416,604,196500,6031.78,288000
31306,1006417,1006417,510,206500,4140,298000
31307,1006418,1006418,502,176500,1226.8,208000
31308,1006419,1006419,40,216500,3731.5,578000
31309,1006420,1006420,449,396500,470.92,408000
31310,1006421,1006421,316,116500,3005,168000
31311,1006422,1006422,55,96500,0,78000
31312,1006423,1006423,199,216500,1839.45,248000
31313,1006424,1006424,610,486500,3671.75,728000
31314,1006425,1006425,296,326500,0,648000
31315,1006426,1006426,438,596500,0,818000
31316,1006427,1006427,625,546500,0,618000
31317,1006428,1006428,249,116500,4420.25,128000
31318,1006429,1006429,781,246500,1349.05,358000
31319,1006430,1006430,173,236500,0,
31320,1006431,1006431,86,566500,4916.4,758000
31321,1006432,1006432,703,576500,3135,728000
31322,1006433,1006433,576,746500,0,1108000
31323,1006434,1006434,141,126500,2703.53,158000
31324,1006435,1006435,547,386500,0,388000
31325,1006436,1006436,217,276500,6050,368000
31326,1006437,1006437,892,476500,995,1008000
31327,1006438,1006438,458,506500,0,658000
31328,1006439,1006439,777,116500,3231.25,168000
31329,1006440,1006440,355,306500,0,588000
31330,1006441,1006441,382,436500,1150,548000
31331,1006442,1006442,768,166500,0,228000
31332,1006443,1006443,278,336500,0,388000
31333,1006444,1006444,21,786500,11952.24,1228000
31334,1006445,1006445,157,536500,131,958000
31335,1006446,1006446,67,356500,295,378000
31336,1006447,1006447,619,256500,1585.87,348000
31337,1006448,1006448,79,296500,0,288000
31338,1006449,1006449,665,196500,2911.89,208000
31339,1006450,1006450,898,166500,0,268000
31340,1006451,1006451,491,656500,0,948000
31341,1006452,1006452,421,396500,2919.58,518000
31342,1006453,1006453,358,226500,4065.63,348000
31343,1006454,1006454,77,426500,0,718000
31344,1006455,1006455,492,406500,381.41,598000
31345,1006456,1006456,231,176500,3015.2,358000
31346,1006457,1006457,53,416500,1803.04,508000
31347,1006458,1006458,286,386500,0,
31348,1006459,1006459,256,486500,0,668000
31349,1006460,1006460,702,306500,1530,388000
31350,1006461,1006461,352,196500,3298.3,558000
31351,1006462,1006462,799,556500,0,638000
31352,1006463,1006463,541,256500,5007.5,608000
31353,1006464,1006464,233,616500,0,658000
31354,1006465,1006465,673,376500,5700,408000
31355,1006466,1006466,303,186500,1506.42,188000
31356,1006467,1006467,288,226500,3332.31,328000
31357,1006468,1006468,225,216500,2125,258000
31358,1006469,1006469,719,486500,0,518000
31359,1006470,1006470,875,256500,0,988000
31360,1006471,1006471,514,436500,14770.08,548000
31361,1006472,1006472,558,56500,0,
31362,1006473,1006473,209,406500,6772.89,578000
31363,1006474,1006474,90,146500,1225,208000
31364,1006475,1006475,245,126500,4404.38,158000
31365,1006476,1006476,894,276500,795,378000
31366,1006477,1006477,192,246500,0,558000
31367,1006478,1006478,104,286500,1150,298000
31368,1006479,1006479,668,326500,5927.64,548000
31369,1006480,1006480,861,326500,0,448000
31370,1006481,1006481,848,376500,2874,558000
31371,1006482,1006482,132,246500,0,238000
31372,1006483,1006483,88,286500,0,378000
31373,1006484,1006484,813,246500,3709,328000
31374,1006485,1006485,483,86500,0,98000
31375,1006486,1006486,887,196500,0,
31376,1006487,1006487,142,166500,3110.93,278000
31377,1006488,1006488,381,266500,0,288000
31378,1006489,1006489,542,416500,4525,598000
31379,1006490,1006490,22,266500,4847.93,518000
31380,1006491,1006491,343,346500,0,2128000
31381,1006492,1006492,422,176500,4967.98,208000
31382,1006493,1006493,675,216500,0,248000
31383,1006494,1006494,691,726500,2175.86,768000
31384,1006495,1006495,387,176500,5906.25,298000
31385,1006496,1006496,366,446500,1150,608000
31386,1006497,1006497,236,366500,0,
31387,1006498,1006498,885,446500,5056.88,718000
31388,1006499,1006499,806,236500,0,208000
31389,1006500,1006500,321,276500,0,
31390,1006501,1006501,441,256500,1787.5,348000
31391,1006502,1006502,255,346500,9150,498000
31392,1006503,1006503,440,196500,5584.75,228000
31393,1006504,1006504,260,136500,0,168000
31394,1006505,1006505,482,106500,0,
31395,1006506,1006506,212,226500,0,218000
31396,1006507,1006507,380,486500,1099.56,618000
31397,1006508,1006508,416,456500,1258.17,508000
31398,1006509,1006509,144,346500,5925,458000
31399,1006510,1006510,752,306500,6090,608000
31400,1006511,1006511,701,336500,11448,428000
31401,1006512,1006512,40,306500,0,548000
31402,1006513,1006513,97,366500,0,378000
31403,1006514,1006514,210,596500,1782.64,838000
31404,1006515,1006515,847,326500,795,408000
31405,1006516,1006516,506,226500,5977.74,238000
31406,1006517,1006517,187,236500,3469.59,408000
31407,1006518,1006518,147,606500,1120,858000
31408,1006519,1006519,339,136500,1565.21,148000
31409,1006520,1006520,730,486500,0,608000
31410,1006521,1006521,426,256500,0,
31411,1006522,1006522,91,526500,0,718000
31412,1006523,1006523,472,126500,3141.5,168000
31413,1006524,1006524,163,396500,0,758000
31414,1006525,1006525,40,176500,5798.35,228000
31415,1006526,1006526,247,206500,0,388000
31416,1006527,1006527,709,286500,0,368000
31417,1006528,1006528,647,196500,0,208000
31418,1006529,1006529,395,296500,2108.17,438000
31419,1006530,1006530,215,1026500,0,2708000
31420,1006531,1006531,13,116500,0,188000
31421,1006532,1006532,508,246500,6050,468000
31422,1006533,1006533,832,196500,6471.81,348000
31423,1006534,1006534,632,316500,795,1208000
31424,1006535,1006535,778,146500,0,238000
31425,1006536,1006536,279,136500,3206,188000
31426,1006537,1006537,811,556500,6196,978000
31427,1006538,1006538,740,176500,0,168000
31428,1006539,1006539,450,316500,0,
31429,1006540,1006540,180,366500,0,768000
31430,1006541,1006541,863,376500,3750,658000
31431,1006542,1006542,126,136500,3089.06,158000
31432,1006543,1006543,780,166500,0,338000
31433,1006544,1006544,474,256500,250,438000
31434,1006545,1006545,878,266500,1915.51,278000
31435,1006546,1006546,721,286500,0,648000
31436,1006547,1006547,765,356500,2131.5,908000
31437,1006548,1006548,169,116500,3285.25,208000
31438,1006549,1006549,720,416500,0,428000
31439,1006550,1006550,329,436500,0,768000
31440,1006551,1006551,501,396500,6689.5,568000
31441,1006552,1006552,88,206500,5000,268000
31442,1006553,1006553,486,306500,3552.02,908000
31443,1006554,1006554,108,126500,2500.15,228000
31444,1006555,1006555,109,306500,0,348000
31445,1006556,1006556,605,306500,0,428000
31446,1006557,1006557,713,166500,0,538000
31447,1006558,1006558,533,556500,5386.21,598000
31448,1006559,1006559,883,436500,13213.16,618000
31449,1006560,1006560,564,316500,4359.9,348000
31450,1006561,1006561,444,406500,3952.5,468000
31451,1006562,1006562,249,66500,0,
31452,1006563,1006563,458,456500,3136.96,568000
31453,1006564,1006564,508,536500,0,808000
31454,1006565,1006565,594,546500,0,1478000
31455,1006566,1006566,440,406500,1236.65,428000
31456,1006567,1006567,469,436500,3500,558000
31457,1006568,1006568,293,96500,2175,138000
31458,1006569,1006569,481,456500,7520,658000
31459,1006570,1006570,683,216500,0,268000
31460,1006571,1006571,438,576500,0,
31461,1006572,1006572,589,416500,0,428000
31462,1006573,1006573,414,376500,7019.22,548000
31463,1006574,1006574,665,206500,2582.5,208000
31464,1006575,1006575,508,286500,4305,378000
31465,1006576,1006576,492,576500,18619.13,6508000
31466,1006577,1006577,460,136500,4179.72,238000
31467,1006578,1006578,453,266500,1194.47,358000
31468,1006579,1006579,625,806500,0,
31469,1006580,1006580,814,686500,795,1358000
31470,1006581,1006581,303,156500,4558.5,208000
31471,1006582,1006582,92,286500,5040,388000
31472,1006583,1006583,708,506500,3909.94,678000
31473,1006584,1006584,140,636500,1041.8,1058000
31474,1006585,1006585,324,146500,2235.5,158000
31475,1006586,1006586,736,346500,7946.25,388000
31476,1006587,1006587,193,136500,0,258000
31477,1006588,1006588,721,306500,0,428000
31478,1006589,1006589,253,246500,1210.89,358000
31479,1006590,1006590,447,676500,3500,978000
31480,1006591,1006591,672,406500,3656.62,418000
31481,1006592,1006592,103,86500,3130,118000
31482,1006593,1006593,111,136500,4136.58,168000
31483,1006594,1006594,351,466500,4705.12,488000
31484,1006595,1006595,801,576500,1516.88,828000
31485,1006596,1006596,445,566500,0,658000
31486,1006597,1006597,682,96500,0,128000
31487,1006598,1006598,18,396500,0,
31488,1006599,1006599,340,326500,0,328000
31489,1006600,1006600,725,156500,0,308000
31490,1006601,1006601,495,96500,3292.13,128000
31491,1006602,1006602,867,246500,396.99,418000
31492,1006603,1006603,298,386500,8865.5,788000
31493,1006604,1006604,336,516500,12227.8,588000
31494,1006605,1006605,176,426500,5923,538000
31495,1006606,1006606,660,706500,0,
31496,1006607,1006607,766,86500,0,98000
31497,1006608,1006608,728,356500,3452.38,488000
31498,1006609,1006609,848,336500,0,
31499,1006610,1006610,327,156500,0,
31500,1006611,1006611,448,426500,6035.17,738000
31501,1006612,1006612,414,206500,2750,338000
31502,1006613,1006613,438,526500,0,768000
31503,1006614,1006614,404,326500,0,828000
31504,1006615,1006615,510,566500,148.54,768000
31505,1006616,1006616,558,226500,0,288000
31506,1006617,1006617,130,506500,2290.85,788000
31507,1006618,1006618,266,406500,4287.5,548000
31508,1006619,1006619,705,186500,5767.5,228000
31509,1006620,1006620,58,536500,0,678000
31510,1006621,1006621,870,306500,7367.8,358000
31511,1006622,1006622,438,346500,0,388000
31512,1006623,1006623,526,336500,9653.75,778000
31513,1006624,1006624,577,246500,5590,318000
31514,1006625,1006625,305,116500,3268.75,988000
31515,1006626,1006626,549,326500,0,318000
31516,1006627,1006627,741,206500,2545,528000
31517,1006628,1006628,321,216500,0,278000
31518,1006629,1006629,205,446500,2350,748000
31519,1006630,1006630,557,296500,0,798000
31520,1006631,1006631,18,276500,0,408000
31521,1006632,1006632,842,246500,0,
31522,1006633,1006633,724,426500,0,538000
31523,1006634,1006634,487,416500,0,498000
31524,1006635,1006635,357,356500,0,
31525,1006636,1006636,637,436500,4508.86,718000
31526,1006637,1006637,865,486500,0,698000
31527,1006638,1006638,149,266500,0,558000
31528,1006639,1006639,141,206500,0,238000
31529,1006640,1006640,652,206500,3675,418000
31530,1006641,1006641,568,606500,8680.5,758000
31531,1006642,1006642,10,116500,3222,168000
31532,1006643,1006643,245,406500,0,438000
31533,1006644,1006644,713,386500,0,408000
31534,1006645,1006645,373,506500,759,738000
31535,1006646,1006646,231,486500,9010.94,668000
31536,1006647,1006647,6,576500,0,
31537,1006648,1006648,807,166500,4988,208000
31538,1006649,1006649,662,706500,666.68,788000
31539,1006650,1006650,600,156500,0,
31540,1006651,1006651,495,166500,0,288000
31541,1006652,1006652,283,176500,4859.62,208000
31542,1006653,1006653,291,106500,3366,178000
31543,1006654,1006654,779,346500,0,388000
31544,1006655,1006655,881,226500,1276.41,238000
31545,1006656,1006656,817,576500,0,
31546,1006657,1006657,602,326500,0,428000
31547,1006658,1006658,844,256500,2770,318000
31548,1006659,1006659,531,236500,5324.88,328000
31549,1006660,1006660,616,166500,0,168000
31550,1006661,1006661,831,396500,0,
31551,1006662,1006662,716,146500,0,
31552,1006663,1006663,198,186500,0,208000
31553,1006664,1006664,517,336500,3343.13,378000
31554,1006665,1006665,790,466500,547.95,908000
31555,1006666,1006666,120,346500,2437,518000
31556,1006667,1006667,136,426500,0,578000
31557,1006668,1006668,539,276500,6368.75,548000
31558,1006669,1006669,430,76500,2618.75,338000
31559,1006670,1006670,772,236500,399.67,248000
31560,1006671,1006671,835,256500,891.69,288000
31561,1006672,1006672,783,336500,3164.67,458000
31562,1006673,1006673,878,356500,10937.5,368000
31563,1006674,1006674,788,586500,6595,828000
31564,1006675,1006675,114,186500,4666.25,478000
31565,1006676,1006676,576,286500,652.2,288000
31566,1006677,1006677,883,566500,1800,818000
31567,1006678,1006678,113,586500,0,
31568,1006679,1006679,191,226500,3463.5,238000
31569,1006680,1006680,133,106500,2965.54,108000
31570,1006681,1006681,729,436500,74.59,588000
31571,1006682,1006682,598,136500,0,138000
31572,1006683,1006683,208,426500,5510,668000
31573,1006684,1006684,415,166500,1848.16,188000
31574,1006685,1006685,795,286500,5499.58,378000
31575,1006686,1006686,322,526500,0,728000
31576,1006687,1006687,80,266500,8405.78,928000
31577,1006688,1006688,613,466500,5913,528000
31578,1006689,1006689,401,366500,3150,378000
31579,1006690,1006690,216,356500,0,458000
31580,1006691,1006691,136,466500,0,588000
31581,1006692,1006692,580,406500,0,418000
